tile_int,tile_vector,n_tiles,n_triplets,n_pairs,n_koritsu,n_terminals,n_ways
44466,0003020,5,1,1,0,2,24
44467,0003011,5,1,0,2,3,64
44477,0003002,5,1,1,0,2,24
44555,0002300,5,1,1,0,2,24
44556,0002210,5,0,2,1,3,144
44557,0002201,5,0,2,1,3,144
44566,0002120,5,0,2,1,3,144
44567,0002111,5,0,1,3,4,384
44577,0002102,5,0,2,1,3,144
44666,0002030,5,1,1,0,2,24
44667,0002021,5,0,2,1,3,144
44677,0002012,5,0,2,1,3,144
44777,0002003,5,1,1,0,2,24
45555,0001400,5,1,0,2,2,4
45556,0001310,5,1,0,2,3,64
45557,0001301,5,1,0,2,3,64
45566,0001220,5,0,2,1,3,144
45567,0001211,5,0,1,3,4,384
45577,0001202,5,0,2,1,3,144
45666,0001130,5,1,0,2,3,64
45667,0001121,5,0,1,3,4,384
45677,0001112,5,0,1,3,4,384
45777,0001103,5,1,0,2,3,64
46666,0001040,5,1,0,2,2,4
46667,0001031,5,1,0,2,3,64
46677,0001022,5,0,2,1,3,144
46777,0001013,5,1,0,2,3,64
47777,0001004,5,1,0,2,2,4
55556,0000410,5,1,0,2,2,4
55557,0000401,5,1,0,2,2,4
55566,0000320,5,1,1,0,2,24
55567,0000311,5,1,0,2,3,64
55577,0000302,5,1,1,0,2,24
55666,0000230,5,1,1,0,2,24
55667,0000221,5,0,2,1,3,144
55677,0000212,5,0,2,1,3,144
55777,0000203,5,1,1,0,2,24
56666,0000140,5,1,0,2,2,4
56667,0000131,5,1,0,2,3,64
56677,0000122,5,0,2,1,3,144
56777,0000113,5,1,0,2,3,64
57777,0000104,5,1,0,2,2,4
66667,0000041,5,1,0,2,2,4
66677,0000032,5,1,1,0,2,24
66777,0000023,5,1,1,0,2,24
67777,0000014,5,1,0,2,2,4
111122,4200000,6,1,1,1,2,6
111123,4110000,6,1,0,3,3,16
111124,4101000,6,1,0,3,3,16
111125,4100100,6,1,0,3,3,16
111126,4100010,6,1,0,3,3,16
111127,4100001,6,1,0,3,3,16
111133,4020000,6,1,1,1,2,6
111134,4011000,6,1,0,3,3,16
111135,4010100,6,1,0,3,3,16
111136,4010010,6,1,0,3,3,16
111137,4010001,6,1,0,3,3,16
111144,4002000,6,1,1,1,2,6
111145,4001100,6,1,0,3,3,16
111146,4001010,6,1,0,3,3,16
111147,4001001,6,1,0,3,3,16
111155,4000200,6,1,1,1,2,6
111156,4000110,6,1,0,3,3,16
111157,4000101,6,1,0,3,3,16
111166,4000020,6,1,1,1,2,6
111167,4000011,6,1,0,3,3,16
111177,4000002,6,1,1,1,2,6
111222,3300000,6,2,0,0,2,16
111223,3210000,6,1,1,1,3,96
111224,3201000,6,1,1,1,3,96
111225,3200100,6,1,1,1,3,96
111226,3200010,6,1,1,1,3,96
111227,3200001,6,1,1,1,3,96
111233,3120000,6,1,1,1,3,96
111234,3111000,6,1,0,3,4,256
111235,3110100,6,1,0,3,4,256
111236,3110010,6,1,0,3,4,256
111237,3110001,6,1,0,3,4,256
111244,3102000,6,1,1,1,3,96
111245,3101100,6,1,0,3,4,256
111246,3101010,6,1,0,3,4,256
111247,3101001,6,1,0,3,4,256
111255,3100200,6,1,1,1,3,96
111256,3100110,6,1,0,3,4,256
111257,3100101,6,1,0,3,4,256
111266,3100020,6,1,1,1,3,96
111267,3100011,6,1,0,3,4,256
111277,3100002,6,1,1,1,3,96
111333,3030000,6,2,0,0,2,16
111334,3021000,6,1,1,1,3,96
111335,3020100,6,1,1,1,3,96
111336,3020010,6,1,1,1,3,96
111337,3020001,6,1,1,1,3,96
111344,3012000,6,1,1,1,3,96
111345,3011100,6,1,0,3,4,256
111346,3011010,6,1,0,3,4,256
111347,3011001,6,1,0,3,4,256
111355,3010200,6,1,1,1,3,96
111356,3010110,6,1,0,3,4,256
111357,3010101,6,1,0,3,4,256
111366,3010020,6,1,1,1,3,96
111367,3010011,6,1,0,3,4,256
111377,3010002,6,1,1,1,3,96
111444,3003000,6,2,0,0,2,16
111445,3002100,6,1,1,1,3,96
111446,3002010,6,1,1,1,3,96
111447,3002001,6,1,1,1,3,96
111455,3001200,6,1,1,1,3,96
111456,3001110,6,1,0,3,4,256
111457,3001101,6,1,0,3,4,256
111466,3001020,6,1,1,1,3,96
111467,3001011,6,1,0,3,4,256
111477,3001002,6,1,1,1,3,96
111555,3000300,6,2,0,0,2,16
111556,3000210,6,1,1,1,3,96
111557,3000201,6,1,1,1,3,96
111566,3000120,6,1,1,1,3,96
111567,3000111,6,1,0,3,4,256
111577,3000102,6,1,1,1,3,96
111666,3000030,6,2,0,0,2,16
111667,3000021,6,1,1,1,3,96
111677,3000012,6,1,1,1,3,96
111777,3000003,6,2,0,0,2,16
112222,2400000,6,1,1,1,2,6
112223,2310000,6,1,1,1,3,96
112224,2301000,6,1,1,1,3,96
112225,2300100,6,1,1,1,3,96
112226,2300010,6,1,1,1,3,96
112227,2300001,6,1,1,1,3,96
112233,2220000,6,0,3,0,3,216
112234,2211000,6,0,2,2,4,576
112235,2210100,6,0,2,2,4,576
112236,2210010,6,0,2,2,4,576
112237,2210001,6,0,2,2,4,576
112244,2202000,6,0,3,0,3,216
112245,2201100,6,0,2,2,4,576
112246,2201010,6,0,2,2,4,576
112247,2201001,6,0,2,2,4,576
112255,2200200,6,0,3,0,3,216
112256,2200110,6,0,2,2,4,576
112257,2200101,6,0,2,2,4,576
112266,2200020,6,0,3,0,3,216
112267,2200011,6,0,2,2,4,576
112277,2200002,6,0,3,0,3,216
112333,2130000,6,1,1,1,3,96
112334,2121000,6,0,2,2,4,576
112335,2120100,6,0,2,2,4,576
112336,2120010,6,0,2,2,4,576
112337,2120001,6,0,2,2,4,576
112344,2112000,6,0,2,2,4,576
112345,2111100,6,0,1,4,5,1536
112346,2111010,6,0,1,4,5,1536
112347,2111001,6,0,1,4,5,1536
112355,2110200,6,0,2,2,4,576
112356,2110110,6,0,1,4,5,1536
112357,2110101,6,0,1,4,5,1536
112366,2110020,6,0,2,2,4,576
112367,2110011,6,0,1,4,5,1536
112377,2110002,6,0,2,2,4,576
112444,2103000,6,1,1,1,3,96
112445,2102100,6,0,2,2,4,576
112446,2102010,6,0,2,2,4,576
112447,2102001,6,0,2,2,4,576
112455,2101200,6,0,2,2,4,576
112456,2101110,6,0,1,4,5,1536
112457,2101101,6,0,1,4,5,1536
112466,2101020,6,0,2,2,4,576
112467,2101011,6,0,1,4,5,1536
112477,2101002,6,0,2,2,4,576
112555,2100300,6,1,1,1,3,96
112556,2100210,6,0,2,2,4,576
112557,2100201,6,0,2,2,4,576
112566,2100120,6,0,2,2,4,576
112567,2100111,6,0,1,4,5,1536
112577,2100102,6,0,2,2,4,576
112666,2100030,6,1,1,1,3,96
112667,2100021,6,0,2,2,4,576
112677,2100012,6,0,2,2,4,576
112777,2100003,6,1,1,1,3,96
113333,2040000,6,1,1,1,2,6
113334,2031000,6,1,1,1,3,96
113335,2030100,6,1,1,1,3,96
113336,2030010,6,1,1,1,3,96
113337,2030001,6,1,1,1,3,96
113344,2022000,6,0,3,0,3,216
113345,2021100,6,0,2,2,4,576
113346,2021010,6,0,2,2,4,576
113347,2021001,6,0,2,2,4,576
113355,2020200,6,0,3,0,3,216
113356,2020110,6,0,2,2,4,576
113357,2020101,6,0,2,2,4,576
113366,2020020,6,0,3,0,3,216
113367,2020011,6,0,2,2,4,576
113377,2020002,6,0,3,0,3,216
113444,2013000,6,1,1,1,3,96
113445,2012100,6,0,2,2,4,576
113446,2012010,6,0,2,2,4,576
113447,2012001,6,0,2,2,4,576
113455,2011200,6,0,2,2,4,576
113456,2011110,6,0,1,4,5,1536
113457,2011101,6,0,1,4,5,1536
113466,2011020,6,0,2,2,4,576
113467,2011011,6,0,1,4,5,1536
113477,2011002,6,0,2,2,4,576
113555,2010300,6,1,1,1,3,96
113556,2010210,6,0,2,2,4,576
113557,2010201,6,0,2,2,4,576
113566,2010120,6,0,2,2,4,576
113567,2010111,6,0,1,4,5,1536
113577,2010102,6,0,2,2,4,576
113666,2010030,6,1,1,1,3,96
113667,2010021,6,0,2,2,4,576
113677,2010012,6,0,2,2,4,576
113777,2010003,6,1,1,1,3,96
114444,2004000,6,1,1,1,2,6
114445,2003100,6,1,1,1,3,96
114446,2003010,6,1,1,1,3,96
114447,2003001,6,1,1,1,3,96
114455,2002200,6,0,3,0,3,216
114456,2002110,6,0,2,2,4,576
114457,2002101,6,0,2,2,4,576
114466,2002020,6,0,3,0,3,216
114467,2002011,6,0,2,2,4,576
114477,2002002,6,0,3,0,3,216
114555,2001300,6,1,1,1,3,96
114556,2001210,6,0,2,2,4,576
114557,2001201,6,0,2,2,4,576
114566,2001120,6,0,2,2,4,576
114567,2001111,6,0,1,4,5,1536
114577,2001102,6,0,2,2,4,576
114666,2001030,6,1,1,1,3,96
114667,2001021,6,0,2,2,4,576
114677,2001012,6,0,2,2,4,576
114777,2001003,6,1,1,1,3,96
115555,2000400,6,1,1,1,2,6
115556,2000310,6,1,1,1,3,96
115557,2000301,6,1,1,1,3,96
115566,2000220,6,0,3,0,3,216
115567,2000211,6,0,2,2,4,576
115577,2000202,6,0,3,0,3,216
115666,2000130,6,1,1,1,3,96
115667,2000121,6,0,2,2,4,576
115677,2000112,6,0,2,2,4,576
115777,2000103,6,1,1,1,3,96
116666,2000040,6,1,1,1,2,6
116667,2000031,6,1,1,1,3,96
116677,2000022,6,0,3,0,3,216
116777,2000013,6,1,1,1,3,96
117777,2000004,6,1,1,1,2,6
122223,1410000,6,1,0,3,3,16
122224,1401000,6,1,0,3,3,16
122225,1400100,6,1,0,3,3,16
122226,1400010,6,1,0,3,3,16
122227,1400001,6,1,0,3,3,16
122233,1320000,6,1,1,1,3,96
122234,1311000,6,1,0,3,4,256
122235,1310100,6,1,0,3,4,256
122236,1310010,6,1,0,3,4,256
122237,1310001,6,1,0,3,4,256
122244,1302000,6,1,1,1,3,96
122245,1301100,6,1,0,3,4,256
122246,1301010,6,1,0,3,4,256
122247,1301001,6,1,0,3,4,256
122255,1300200,6,1,1,1,3,96
122256,1300110,6,1,0,3,4,256
122257,1300101,6,1,0,3,4,256
122266,1300020,6,1,1,1,3,96
122267,1300011,6,1,0,3,4,256
122277,1300002,6,1,1,1,3,96
122333,1230000,6,1,1,1,3,96
122334,1221000,6,0,2,2,4,576
122335,1220100,6,0,2,2,4,576
122336,1220010,6,0,2,2,4,576
122337,1220001,6,0,2,2,4,576
122344,1212000,6,0,2,2,4,576
122345,1211100,6,0,1,4,5,1536
122346,1211010,6,0,1,4,5,1536
122347,1211001,6,0,1,4,5,1536
122355,1210200,6,0,2,2,4,576
122356,1210110,6,0,1,4,5,1536
122357,1210101,6,0,1,4,5,1536
122366,1210020,6,0,2,2,4,576
122367,1210011,6,0,1,4,5,1536
122377,1210002,6,0,2,2,4,576
122444,1203000,6,1,1,1,3,96
122445,1202100,6,0,2,2,4,576
122446,1202010,6,0,2,2,4,576
122447,1202001,6,0,2,2,4,576
122455,1201200,6,0,2,2,4,576
122456,1201110,6,0,1,4,5,1536
122457,1201101,6,0,1,4,5,1536
122466,1201020,6,0,2,2,4,576
122467,1201011,6,0,1,4,5,1536
122477,1201002,6,0,2,2,4,576
122555,1200300,6,1,1,1,3,96
122556,1200210,6,0,2,2,4,576
122557,1200201,6,0,2,2,4,576
122566,1200120,6,0,2,2,4,576
122567,1200111,6,0,1,4,5,1536
122577,1200102,6,0,2,2,4,576
122666,1200030,6,1,1,1,3,96
122667,1200021,6,0,2,2,4,576
122677,1200012,6,0,2,2,4,576
122777,1200003,6,1,1,1,3,96
123333,1140000,6,1,0,3,3,16
123334,1131000,6,1,0,3,4,256
123335,1130100,6,1,0,3,4,256
123336,1130010,6,1,0,3,4,256
123337,1130001,6,1,0,3,4,256
123344,1122000,6,0,2,2,4,576
123345,1121100,6,0,1,4,5,1536
123346,1121010,6,0,1,4,5,1536
123347,1121001,6,0,1,4,5,1536
123355,1120200,6,0,2,2,4,576
123356,1120110,6,0,1,4,5,1536
123357,1120101,6,0,1,4,5,1536
123366,1120020,6,0,2,2,4,576
123367,1120011,6,0,1,4,5,1536
123377,1120002,6,0,2,2,4,576
123444,1113000,6,1,0,3,4,256
123445,1112100,6,0,1,4,5,1536
123446,1112010,6,0,1,4,5,1536
123447,1112001,6,0,1,4,5,1536
123455,1111200,6,0,1,4,5,1536
123456,1111110,6,0,0,6,6,4096
123457,1111101,6,0,0,6,6,4096
123466,1111020,6,0,1,4,5,1536
123467,1111011,6,0,0,6,6,4096
123477,1111002,6,0,1,4,5,1536
123555,1110300,6,1,0,3,4,256
123556,1110210,6,0,1,4,5,1536
123557,1110201,6,0,1,4,5,1536
123566,1110120,6,0,1,4,5,1536
123567,1110111,6,0,0,6,6,4096
123577,1110102,6,0,1,4,5,1536
123666,1110030,6,1,0,3,4,256
123667,1110021,6,0,1,4,5,1536
123677,1110012,6,0,1,4,5,1536
123777,1110003,6,1,0,3,4,256
124444,1104000,6,1,0,3,3,16
124445,1103100,6,1,0,3,4,256
124446,1103010,6,1,0,3,4,256
124447,1103001,6,1,0,3,4,256
124455,1102200,6,0,2,2,4,576
124456,1102110,6,0,1,4,5,1536
124457,1102101,6,0,1,4,5,1536
124466,1102020,6,0,2,2,4,576
124467,1102011,6,0,1,4,5,1536
124477,1102002,6,0,2,2,4,576
124555,1101300,6,1,0,3,4,256
124556,1101210,6,0,1,4,5,1536
124557,1101201,6,0,1,4,5,1536
124566,1101120,6,0,1,4,5,1536
124567,1101111,6,0,0,6,6,4096
124577,1101102,6,0,1,4,5,1536
124666,1101030,6,1,0,3,4,256
124667,1101021,6,0,1,4,5,1536
124677,1101012,6,0,1,4,5,1536
124777,1101003,6,1,0,3,4,256
125555,1100400,6,1,0,3,3,16
125556,1100310,6,1,0,3,4,256
125557,1100301,6,1,0,3,4,256
125566,1100220,6,0,2,2,4,576
125567,1100211,6,0,1,4,5,1536
125577,1100202,6,0,2,2,4,576
125666,1100130,6,1,0,3,4,256
125667,1100121,6,0,1,4,5,1536
125677,1100112,6,0,1,4,5,1536
125777,1100103,6,1,0,3,4,256
126666,1100040,6,1,0,3,3,16
126667,1100031,6,1,0,3,4,256
126677,1100022,6,0,2,2,4,576
126777,1100013,6,1,0,3,4,256
127777,1100004,6,1,0,3,3,16
133334,1041000,6,1,0,3,3,16
133335,1040100,6,1,0,3,3,16
133336,1040010,6,1,0,3,3,16
133337,1040001,6,1,0,3,3,16
133344,1032000,6,1,1,1,3,96
133345,1031100,6,1,0,3,4,256
133346,1031010,6,1,0,3,4,256
133347,1031001,6,1,0,3,4,256
133355,1030200,6,1,1,1,3,96
133356,1030110,6,1,0,3,4,256
133357,1030101,6,1,0,3,4,256
133366,1030020,6,1,1,1,3,96
133367,1030011,6,1,0,3,4,256
133377,1030002,6,1,1,1,3,96
133444,1023000,6,1,1,1,3,96
133445,1022100,6,0,2,2,4,576
133446,1022010,6,0,2,2,4,576
133447,1022001,6,0,2,2,4,576
133455,1021200,6,0,2,2,4,576
133456,1021110,6,0,1,4,5,1536
133457,1021101,6,0,1,4,5,1536
133466,1021020,6,0,2,2,4,576
133467,1021011,6,0,1,4,5,1536
133477,1021002,6,0,2,2,4,576
133555,1020300,6,1,1,1,3,96
133556,1020210,6,0,2,2,4,576
133557,1020201,6,0,2,2,4,576
133566,1020120,6,0,2,2,4,576
133567,1020111,6,0,1,4,5,1536
133577,1020102,6,0,2,2,4,576
133666,1020030,6,1,1,1,3,96
133667,1020021,6,0,2,2,4,576
133677,1020012,6,0,2,2,4,576
133777,1020003,6,1,1,1,3,96
134444,1014000,6,1,0,3,3,16
134445,1013100,6,1,0,3,4,256
134446,1013010,6,1,0,3,4,256
134447,1013001,6,1,0,3,4,256
134455,1012200,6,0,2,2,4,576
134456,1012110,6,0,1,4,5,1536
134457,1012101,6,0,1,4,5,1536
134466,1012020,6,0,2,2,4,576
134467,1012011,6,0,1,4,5,1536
134477,1012002,6,0,2,2,4,576
134555,1011300,6,1,0,3,4,256
134556,1011210,6,0,1,4,5,1536
134557,1011201,6,0,1,4,5,1536
134566,1011120,6,0,1,4,5,1536
134567,1011111,6,0,0,6,6,4096
134577,1011102,6,0,1,4,5,1536
134666,1011030,6,1,0,3,4,256
134667,1011021,6,0,1,4,5,1536
134677,1011012,6,0,1,4,5,1536
134777,1011003,6,1,0,3,4,256
135555,1010400,6,1,0,3,3,16
135556,1010310,6,1,0,3,4,256
135557,1010301,6,1,0,3,4,256
135566,1010220,6,0,2,2,4,576
135567,1010211,6,0,1,4,5,1536
135577,1010202,6,0,2,2,4,576
135666,1010130,6,1,0,3,4,256
135667,1010121,6,0,1,4,5,1536
135677,1010112,6,0,1,4,5,1536
135777,1010103,6,1,0,3,4,256
136666,1010040,6,1,0,3,3,16
136667,1010031,6,1,0,3,4,256
136677,1010022,6,0,2,2,4,576
136777,1010013,6,1,0,3,4,256
137777,1010004,6,1,0,3,3,16
144445,1004100,6,1,0,3,3,16
144446,1004010,6,1,0,3,3,16
144447,1004001,6,1,0,3,3,16
144455,1003200,6,1,1,1,3,96
144456,1003110,6,1,0,3,4,256
144457,1003101,6,1,0,3,4,256
144466,1003020,6,1,1,1,3,96
144467,1003011,6,1,0,3,4,256
144477,1003002,6,1,1,1,3,96
144555,1002300,6,1,1,1,3,96
144556,1002210,6,0,2,2,4,576
144557,1002201,6,0,2,2,4,576
144566,1002120,6,0,2,2,4,576
144567,1002111,6,0,1,4,5,1536
144577,1002102,6,0,2,2,4,576
144666,1002030,6,1,1,1,3,96
144667,1002021,6,0,2,2,4,576
144677,1002012,6,0,2,2,4,576
144777,1002003,6,1,1,1,3,96
145555,1001400,6,1,0,3,3,16
145556,1001310,6,1,0,3,4,256
145557,1001301,6,1,0,3,4,256
145566,1001220,6,0,2,2,4,576
145567,1001211,6,0,1,4,5,1536
145577,1001202,6,0,2,2,4,576
145666,1001130,6,1,0,3,4,256
145667,1001121,6,0,1,4,5,1536
145677,1001112,6,0,1,4,5,1536
145777,1001103,6,1,0,3,4,256
146666,1001040,6,1,0,3,3,16
146667,1001031,6,1,0,3,4,256
146677,1001022,6,0,2,2,4,576
146777,1001013,6,1,0,3,4,256
147777,1001004,6,1,0,3,3,16
155556,1000410,6,1,0,3,3,16
155557,1000401,6,1,0,3,3,16
155566,1000320,6,1,1,1,3,96
155567,1000311,6,1,0,3,4,256
155577,1000302,6,1,1,1,3,96
155666,1000230,6,1,1,1,3,96
155667,1000221,6,0,2,2,4,576
155677,1000212,6,0,2,2,4,576
155777,1000203,6,1,1,1,3,96
156666,1000140,6,1,0,3,3,16
156667,1000131,6,1,0,3,4,256
156677,1000122,6,0,2,2,4,576
156777,1000113,6,1,0,3,4,256
157777,1000104,6,1,0,3,3,16
166667,1000041,6,1,0,3,3,16
166677,1000032,6,1,1,1,3,96
166777,1000023,6,1,1,1,3,96
167777,1000014,6,1,0,3,3,16
222233,0420000,6,1,1,1,2,6
222234,0411000,6,1,0,3,3,16
222235,0410100,6,1,0,3,3,16
222236,0410010,6,1,0,3,3,16
222237,0410001,6,1,0,3,3,16
222244,0402000,6,1,1,1,2,6
222245,0401100,6,1,0,3,3,16
222246,0401010,6,1,0,3,3,16
222247,0401001,6,1,0,3,3,16
222255,0400200,6,1,1,1,2,6
222256,0400110,6,1,0,3,3,16
222257,0400101,6,1,0,3,3,16
222266,0400020,6,1,1,1,2,6
222267,0400011,6,1,0,3,3,16
222277,0400002,6,1,1,1,2,6
222333,0330000,6,2,0,0,2,16
222334,0321000,6,1,1,1,3,96
222335,0320100,6,1,1,1,3,96
222336,0320010,6,1,1,1,3,96
222337,0320001,6,1,1,1,3,96
222344,0312000,6,1,1,1,3,96
222345,0311100,6,1,0,3,4,256
222346,0311010,6,1,0,3,4,256
222347,0311001,6,1,0,3,4,256
222355,0310200,6,1,1,1,3,96
222356,0310110,6,1,0,3,4,256
222357,0310101,6,1,0,3,4,256
222366,0310020,6,1,1,1,3,96
222367,0310011,6,1,0,3,4,256
222377,0310002,6,1,1,1,3,96
222444,0303000,6,2,0,0,2,16
222445,0302100,6,1,1,1,3,96
222446,0302010,6,1,1,1,3,96
222447,0302001,6,1,1,1,3,96
222455,0301200,6,1,1,1,3,96
222456,0301110,6,1,0,3,4,256
222457,0301101,6,1,0,3,4,256
222466,0301020,6,1,1,1,3,96
222467,0301011,6,1,0,3,4,256
222477,0301002,6,1,1,1,3,96
222555,0300300,6,2,0,0,2,16
222556,0300210,6,1,1,1,3,96
222557,0300201,6,1,1,1,3,96
222566,0300120,6,1,1,1,3,96
222567,0300111,6,1,0,3,4,256
222577,0300102,6,1,1,1,3,96
222666,0300030,6,2,0,0,2,16
222667,0300021,6,1,1,1,3,96
222677,0300012,6,1,1,1,3,96
222777,0300003,6,2,0,0,2,16
223333,0240000,6,1,1,1,2,6
223334,0231000,6,1,1,1,3,96
223335,0230100,6,1,1,1,3,96
223336,0230010,6,1,1,1,3,96
223337,0230001,6,1,1,1,3,96
223344,0222000,6,0,3,0,3,216
223345,0221100,6,0,2,2,4,576
223346,0221010,6,0,2,2,4,576
223347,0221001,6,0,2,2,4,576
223355,0220200,6,0,3,0,3,216
223356,0220110,6,0,2,2,4,576
223357,0220101,6,0,2,2,4,576
223366,0220020,6,0,3,0,3,216
223367,0220011,6,0,2,2,4,576
223377,0220002,6,0,3,0,3,216
223444,0213000,6,1,1,1,3,96
223445,0212100,6,0,2,2,4,576
223446,0212010,6,0,2,2,4,576
223447,0212001,6,0,2,2,4,576
223455,0211200,6,0,2,2,4,576
223456,0211110,6,0,1,4,5,1536
223457,0211101,6,0,1,4,5,1536
223466,0211020,6,0,2,2,4,576
223467,0211011,6,0,1,4,5,1536
223477,0211002,6,0,2,2,4,576
223555,0210300,6,1,1,1,3,96
223556,0210210,6,0,2,2,4,576
223557,0210201,6,0,2,2,4,576
223566,0210120,6,0,2,2,4,576
223567,0210111,6,0,1,4,5,1536
223577,0210102,6,0,2,2,4,576
223666,0210030,6,1,1,1,3,96
223667,0210021,6,0,2,2,4,576
223677,0210012,6,0,2,2,4,576
223777,0210003,6,1,1,1,3,96
224444,0204000,6,1,1,1,2,6
224445,0203100,6,1,1,1,3,96
224446,0203010,6,1,1,1,3,96
224447,0203001,6,1,1,1,3,96
224455,0202200,6,0,3,0,3,216
224456,0202110,6,0,2,2,4,576
224457,0202101,6,0,2,2,4,576
224466,0202020,6,0,3,0,3,216
224467,0202011,6,0,2,2,4,576
224477,0202002,6,0,3,0,3,216
224555,0201300,6,1,1,1,3,96
224556,0201210,6,0,2,2,4,576
224557,0201201,6,0,2,2,4,576
224566,0201120,6,0,2,2,4,576
224567,0201111,6,0,1,4,5,1536
224577,0201102,6,0,2,2,4,576
224666,0201030,6,1,1,1,3,96
224667,0201021,6,0,2,2,4,576
224677,0201012,6,0,2,2,4,576
224777,0201003,6,1,1,1,3,96
225555,0200400,6,1,1,1,2,6
225556,0200310,6,1,1,1,3,96
225557,0200301,6,1,1,1,3,96
225566,0200220,6,0,3,0,3,216
225567,0200211,6,0,2,2,4,576
225577,0200202,6,0,3,0,3,216
225666,0200130,6,1,1,1,3,96
225667,0200121,6,0,2,2,4,576
225677,0200112,6,0,2,2,4,576
225777,0200103,6,1,1,1,3,96
226666,0200040,6,1,1,1,2,6
226667,0200031,6,1,1,1,3,96
226677,0200022,6,0,3,0,3,216
226777,0200013,6,1,1,1,3,96
227777,0200004,6,1,1,1,2,6
233334,0141000,6,1,0,3,3,16
233335,0140100,6,1,0,3,3,16
233336,0140010,6,1,0,3,3,16
233337,0140001,6,1,0,3,3,16
233344,0132000,6,1,1,1,3,96
233345,0131100,6,1,0,3,4,256
233346,0131010,6,1,0,3,4,256
233347,0131001,6,1,0,3,4,256
233355,0130200,6,1,1,1,3,96
233356,0130110,6,1,0,3,4,256
233357,0130101,6,1,0,3,4,256
233366,0130020,6,1,1,1,3,96
233367,0130011,6,1,0,3,4,256
233377,0130002,6,1,1,1,3,96
233444,0123000,6,1,1,1,3,96
233445,0122100,6,0,2,2,4,576
233446,0122010,6,0,2,2,4,576
233447,0122001,6,0,2,2,4,576
233455,0121200,6,0,2,2,4,576
233456,0121110,6,0,1,4,5,1536
233457,0121101,6,0,1,4,5,1536
233466,0121020,6,0,2,2,4,576
233467,0121011,6,0,1,4,5,1536
233477,0121002,6,0,2,2,4,576
233555,0120300,6,1,1,1,3,96
233556,0120210,6,0,2,2,4,576
233557,0120201,6,0,2,2,4,576
233566,0120120,6,0,2,2,4,576
233567,0120111,6,0,1,4,5,1536
233577,0120102,6,0,2,2,4,576
233666,0120030,6,1,1,1,3,96
233667,0120021,6,0,2,2,4,576
233677,0120012,6,0,2,2,4,576
233777,0120003,6,1,1,1,3,96
234444,0114000,6,1,0,3,3,16
234445,0113100,6,1,0,3,4,256
234446,0113010,6,1,0,3,4,256
234447,0113001,6,1,0,3,4,256
234455,0112200,6,0,2,2,4,576
234456,0112110,6,0,1,4,5,1536
234457,0112101,6,0,1,4,5,1536
234466,0112020,6,0,2,2,4,576
234467,0112011,6,0,1,4,5,1536
234477,0112002,6,0,2,2,4,576
234555,0111300,6,1,0,3,4,256
234556,0111210,6,0,1,4,5,1536
234557,0111201,6,0,1,4,5,1536
234566,0111120,6,0,1,4,5,1536
234567,0111111,6,0,0,6,6,4096
234577,0111102,6,0,1,4,5,1536
234666,0111030,6,1,0,3,4,256
234667,0111021,6,0,1,4,5,1536
234677,0111012,6,0,1,4,5,1536
234777,0111003,6,1,0,3,4,256
235555,0110400,6,1,0,3,3,16
235556,0110310,6,1,0,3,4,256
235557,0110301,6,1,0,3,4,256
235566,0110220,6,0,2,2,4,576
235567,0110211,6,0,1,4,5,1536
235577,0110202,6,0,2,2,4,576
235666,0110130,6,1,0,3,4,256
235667,0110121,6,0,1,4,5,1536
235677,0110112,6,0,1,4,5,1536
235777,0110103,6,1,0,3,4,256
236666,0110040,6,1,0,3,3,16
236667,0110031,6,1,0,3,4,256
236677,0110022,6,0,2,2,4,576
236777,0110013,6,1,0,3,4,256
237777,0110004,6,1,0,3,3,16
244445,0104100,6,1,0,3,3,16
244446,0104010,6,1,0,3,3,16
244447,0104001,6,1,0,3,3,16
244455,0103200,6,1,1,1,3,96
244456,0103110,6,1,0,3,4,256
244457,0103101,6,1,0,3,4,256
244466,0103020,6,1,1,1,3,96
244467,0103011,6,1,0,3,4,256
244477,0103002,6,1,1,1,3,96
244555,0102300,6,1,1,1,3,96
244556,0102210,6,0,2,2,4,576
244557,0102201,6,0,2,2,4,576
244566,0102120,6,0,2,2,4,576
244567,0102111,6,0,1,4,5,1536
244577,0102102,6,0,2,2,4,576
244666,0102030,6,1,1,1,3,96
244667,0102021,6,0,2,2,4,576
244677,0102012,6,0,2,2,4,576
244777,0102003,6,1,1,1,3,96
245555,0101400,6,1,0,3,3,16
245556,0101310,6,1,0,3,4,256
245557,0101301,6,1,0,3,4,256
245566,0101220,6,0,2,2,4,576
245567,0101211,6,0,1,4,5,1536
245577,0101202,6,0,2,2,4,576
245666,0101130,6,1,0,3,4,256
245667,0101121,6,0,1,4,5,1536
245677,0101112,6,0,1,4,5,1536
245777,0101103,6,1,0,3,4,256
246666,0101040,6,1,0,3,3,16
246667,0101031,6,1,0,3,4,256
246677,0101022,6,0,2,2,4,576
246777,0101013,6,1,0,3,4,256
247777,0101004,6,1,0,3,3,16
255556,0100410,6,1,0,3,3,16
255557,0100401,6,1,0,3,3,16
255566,0100320,6,1,1,1,3,96
255567,0100311,6,1,0,3,4,256
255577,0100302,6,1,1,1,3,96
255666,0100230,6,1,1,1,3,96
255667,0100221,6,0,2,2,4,576
255677,0100212,6,0,2,2,4,576
255777,0100203,6,1,1,1,3,96
256666,0100140,6,1,0,3,3,16
